SalePrice,SaleType_Con,Condition2_RRAn,Heating_Floor,Exterior2nd_Other,SaleCondition_Alloca,LotArea,Neighborhood_Veenker,OverallQual,Neighborhood_NoRidge,Neighborhood_NridgHt,Heating_Grav,SaleCondition_Partial,SaleType_New,ExterQual,GarageCars,Exterior2nd_CmentBd,KitchenQual,BsmtQual,Condition2_PosN,GrLivArea
208500.0,0,0,0,0,0,8450,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1710
181500.0,0,0,0,0,0,9600,1,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1262
223500.0,0,0,0,0,0,11250,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1786
140000.0,0,0,0,0,0,9550,0,7,0,0,0,0,0,3.0,3.0,0,4.0,3.0,0,1717
250000.0,0,0,0,0,0,14260,0,8,1,0,0,0,0,4.0,3.0,0,4.0,4.0,0,2198
143000.0,0,0,0,0,0,14115,0,5,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1362
307000.0,0,0,0,0,0,10084,0,8,0,0,0,0,0,4.0,2.0,0,4.0,5.0,0,1694
200000.0,0,0,0,0,0,10382,0,7,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,2090
129900.0,0,0,0,0,0,6120,0,7,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1774
118000.0,0,0,0,0,0,7420,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1077
129500.0,0,0,0,0,0,11200,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1040
345000.0,0,0,0,0,0,11924,0,9,0,1,0,1,1,5.0,3.0,0,5.0,5.0,0,2324
144000.0,0,0,0,0,0,12968,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,912
279500.0,0,0,0,0,0,10652,0,7,0,0,0,1,1,4.0,3.0,0,4.0,4.0,0,1494
157000.0,0,0,0,0,0,10920,0,6,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1253
132000.0,0,0,0,0,0,6120,0,7,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,854
149000.0,0,0,0,0,0,11241,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1004
90000.0,0,0,0,0,0,10791,0,4,0,0,0,0,0,3.0,2.0,0,3.0,0.0,0,1296
159000.0,0,0,0,0,0,13695,0,5,0,0,0,0,0,3.0,2.0,0,4.0,3.0,0,1114
139000.0,0,0,0,0,0,7560,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1339
325300.0,0,0,0,0,0,14215,0,8,0,1,0,1,1,4.0,3.0,0,4.0,5.0,0,2376
139400.0,0,0,0,0,0,7449,0,7,0,0,0,0,0,3.0,1.0,0,4.0,3.0,0,1108
230000.0,0,0,0,0,0,9742,0,8,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1795
129900.0,0,0,0,0,0,4224,0,5,0,0,0,0,0,3.0,2.0,1,3.0,4.0,0,1060
154000.0,0,0,0,0,0,8246,0,5,0,0,0,0,0,3.0,1.0,0,4.0,3.0,0,1060
256300.0,0,0,0,0,0,14230,0,8,0,1,0,0,0,4.0,3.0,0,4.0,4.0,0,1600
134800.0,0,0,0,0,0,7200,0,5,0,0,0,0,0,3.0,2.0,0,4.0,3.0,0,900
306000.0,0,0,0,0,0,11478,0,8,0,1,0,0,0,4.0,3.0,0,4.0,5.0,0,1704
207500.0,0,0,0,0,0,16321,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1600
68500.0,0,0,0,0,0,6324,0,4,0,0,0,0,0,3.0,1.0,0,2.0,3.0,0,520
40000.0,0,0,0,0,0,8500,0,4,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1317
149350.0,0,0,0,0,0,8544,0,5,0,0,0,0,0,3.0,1.0,0,4.0,3.0,0,1228
179900.0,0,0,0,0,0,11049,0,8,0,0,0,0,0,4.0,2.0,0,4.0,5.0,0,1234
165500.0,0,0,0,0,0,10552,0,5,0,0,0,0,0,3.0,2.0,0,4.0,3.0,0,1700
277500.0,0,0,0,0,0,7313,0,9,0,1,0,0,0,5.0,2.0,0,5.0,5.0,0,1561
309000.0,0,0,0,0,0,13418,0,8,0,1,0,0,0,4.0,3.0,0,4.0,5.0,0,2452
145000.0,0,0,0,0,0,10859,0,5,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1097
153000.0,0,0,0,0,0,8532,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1297
109000.0,0,0,0,0,0,7922,0,5,0,0,0,0,0,3.0,1.0,0,4.0,3.0,0,1057
82000.0,0,0,0,0,0,6040,0,4,0,0,0,0,0,3.0,0.0,0,2.0,0.0,0,1152
160000.0,0,0,0,0,0,8658,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1324
170000.0,0,0,0,0,0,16905,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1328
144000.0,0,0,0,0,0,9180,0,5,0,0,0,0,0,3.0,2.0,0,4.0,4.0,0,884
130250.0,0,0,0,0,0,9200,0,5,0,0,0,0,0,3.0,1.0,0,3.0,4.0,0,938
141000.0,0,0,0,0,0,7945,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1150
319900.0,0,0,0,0,0,7658,0,9,0,1,0,0,0,5.0,2.0,0,5.0,5.0,0,1752
239686.0,0,0,0,0,0,12822,0,7,0,0,0,0,0,4.0,2.0,0,4.0,5.0,0,2149
249700.0,0,0,0,0,0,11096,0,8,0,0,0,0,0,4.0,3.0,0,4.0,4.0,0,1656
113000.0,0,0,0,0,0,4456,0,4,0,0,0,1,1,3.0,0.0,0,3.0,3.0,0,1452
127000.0,0,0,0,0,0,7742,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,955
177000.0,0,0,0,0,0,13869,0,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1470
114500.0,0,0,0,0,0,6240,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1176
110000.0,0,0,0,0,0,8472,0,5,0,0,0,0,0,2.0,2.0,0,3.0,4.0,0,816
385000.0,0,0,0,0,0,50271,1,9,0,0,0,0,0,4.0,3.0,0,4.0,5.0,0,1842
130000.0,0,0,0,0,0,7134,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1360
180500.0,0,0,0,0,0,10175,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1425
172500.0,0,0,0,0,0,2645,0,8,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1739
196500.0,0,0,0,0,0,11645,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1720
438780.0,0,0,0,0,0,13682,0,10,0,0,0,1,1,5.0,3.0,0,4.0,5.0,0,2945
124900.0,0,0,0,0,0,7200,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,780
158000.0,0,0,0,0,0,13072,0,6,0,0,0,1,1,3.0,2.0,0,4.0,4.0,0,1158
101000.0,0,0,0,0,0,7200,0,5,0,0,0,0,0,3.0,1.0,0,2.0,3.0,0,1111
202500.0,0,0,0,0,0,6442,0,8,0,1,0,0,0,4.0,2.0,0,4.0,4.0,0,1370
140000.0,0,0,0,0,0,10300,0,7,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1710
219500.0,0,0,0,0,0,9375,0,7,0,0,0,0,0,3.0,2.0,0,4.0,4.0,0,2034
317000.0,0,0,0,0,0,9591,0,8,0,1,0,0,0,4.0,3.0,0,4.0,5.0,0,2473
180000.0,0,0,0,0,0,19900,0,7,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,2207
226000.0,0,0,0,0,0,10665,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1479
80000.0,0,0,0,0,0,4608,0,4,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,747
225000.0,0,0,0,0,0,15593,0,7,0,0,0,0,0,4.0,2.0,0,3.0,3.0,0,2287
244000.0,0,0,0,0,0,13651,0,7,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,2223
129500.0,0,0,0,0,0,7599,0,4,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,845
185000.0,0,0,0,0,0,10141,0,7,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1718
144900.0,0,0,0,0,0,10200,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1086
107400.0,0,0,0,0,0,5790,0,3,0,0,0,0,0,4.0,1.0,0,3.0,2.0,0,1605
91000.0,0,0,0,0,0,1596,0,4,0,0,0,0,0,3.0,1.0,1,3.0,4.0,0,988
135750.0,0,0,0,0,0,8475,0,4,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,952
127000.0,0,0,0,0,0,8635,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1285
136500.0,0,0,0,0,0,10778,0,4,0,0,0,0,0,3.0,0.0,0,3.0,3.0,0,1768
110000.0,0,0,0,0,0,10440,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1230
193500.0,0,0,0,0,0,13000,0,6,0,0,0,0,0,3.0,1.0,0,4.0,4.0,0,2142
153500.0,0,0,0,0,0,4500,0,6,0,0,0,0,0,3.0,2.0,0,3.0,5.0,0,1337
245000.0,0,0,0,0,0,10206,0,8,0,0,0,0,0,3.0,3.0,0,4.0,4.0,0,1563
126500.0,0,0,0,0,0,8892,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1065
168500.0,0,0,0,0,0,8530,0,7,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1474
260000.0,0,0,0,0,0,16059,0,8,1,0,0,0,0,4.0,2.0,0,4.0,4.0,0,2417
174000.0,0,0,0,0,0,11911,0,6,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1560
164500.0,0,0,0,0,0,3951,0,6,0,0,0,1,1,4.0,2.0,0,4.0,4.0,0,1224
85000.0,0,0,0,0,0,8470,0,3,0,0,0,0,0,2.0,0.0,0,2.0,3.0,0,1526
123600.0,0,0,0,0,0,8070,0,4,0,0,0,0,0,3.0,0.0,0,3.0,4.0,0,990
109900.0,0,0,0,0,0,7200,0,4,0,0,0,0,0,3.0,2.0,0,3.0,0.0,0,1040
98600.0,0,0,0,0,0,8500,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1235
163500.0,0,0,0,0,0,13360,0,5,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,964
133900.0,0,0,0,0,0,7200,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,2291
204750.0,0,0,0,0,0,9337,0,6,0,0,0,0,0,3.0,2.0,0,4.0,4.0,0,1786
185000.0,0,0,0,0,0,9765,0,6,0,0,0,0,0,5.0,2.0,0,3.0,4.0,0,1470
214000.0,0,0,0,0,0,10264,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1588
94750.0,0,0,0,0,0,10921,0,4,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,960
83000.0,0,0,0,0,0,10625,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,835
128950.0,0,0,0,0,0,9320,0,4,0,0,0,0,0,3.0,0.0,0,3.0,3.0,0,1225
205000.0,0,0,0,0,0,10603,0,6,0,0,0,0,0,3.0,2.0,0,4.0,3.0,0,1610
178000.0,0,0,0,0,0,9206,0,6,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1732
118964.0,0,0,0,0,1,7018,0,5,0,0,0,0,0,3.0,2.0,0,3.0,0.0,0,1535
198900.0,0,0,0,0,0,10402,0,7,0,0,0,0,0,3.0,3.0,0,4.0,4.0,0,1226
169500.0,0,0,0,0,0,7758,0,7,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1818
250000.0,0,0,0,0,0,9375,0,8,0,0,0,0,0,4.0,2.0,0,4.0,5.0,0,1992
100000.0,0,0,0,0,0,10800,0,4,0,0,0,0,0,3.0,1.0,0,3.0,2.0,0,1047
115000.0,0,0,0,0,0,6000,0,5,0,0,0,1,0,3.0,1.0,0,3.0,3.0,0,789
115000.0,0,0,0,0,0,8500,0,5,0,0,0,0,0,3.0,0.0,1,2.0,3.0,0,1517
190000.0,0,0,0,0,0,11751,0,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1844
136900.0,0,0,0,0,0,9525,0,6,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1855
180000.0,0,0,0,0,0,7750,0,7,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1430
383970.0,0,0,0,0,0,9965,0,7,0,0,0,1,1,4.0,3.0,0,5.0,5.0,0,2696
217000.0,0,0,0,0,0,21000,0,6,0,0,0,0,0,3.0,2.0,0,4.0,4.0,0,2259
259500.0,0,0,0,0,0,7259,0,6,0,0,0,0,0,3.0,1.0,0,4.0,3.0,0,2320
176000.0,0,0,0,0,0,3230,0,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1458
139000.0,0,0,0,0,0,11616,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1092
155000.0,0,0,0,0,0,8536,0,5,0,0,0,1,1,3.0,2.0,0,3.0,4.0,0,1125
320000.0,0,0,0,0,0,12376,0,7,0,0,0,0,0,3.0,3.0,0,4.0,4.0,0,3222
163990.0,0,0,0,0,0,8461,0,6,0,0,0,1,1,4.0,2.0,0,4.0,4.0,0,1456
180000.0,0,0,0,0,0,21453,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,988
100000.0,0,0,0,0,0,6060,0,4,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1123
136000.0,0,0,0,0,0,9464,0,6,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1080
153900.0,0,0,0,0,0,7892,0,6,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1199
181000.0,0,0,0,0,0,17043,0,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1586
84500.0,0,0,0,0,0,6780,0,6,0,0,0,0,0,3.0,0.0,0,3.0,3.0,0,754
128000.0,0,0,0,0,0,4928,0,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,958
87000.0,0,0,0,0,0,4388,0,5,0,0,0,0,0,3.0,0.0,0,3.0,3.0,0,840
155000.0,0,0,0,0,0,7590,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1348
150000.0,0,0,0,0,0,8973,0,5,0,0,0,0,0,3.0,2.0,0,5.0,3.0,0,1053
226000.0,0,0,0,0,0,14200,0,7,0,0,0,0,0,3.0,2.0,0,4.0,3.0,0,2157
244000.0,0,0,0,0,0,12224,0,6,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,2054
150750.0,0,0,0,0,0,7388,0,5,0,0,0,0,0,3.0,2.0,0,4.0,3.0,0,1327
220000.0,0,0,0,0,0,6853,0,8,0,0,0,0,0,4.0,2.0,0,4.0,5.0,0,1296
180000.0,0,0,0,0,0,10335,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1721
174000.0,0,0,0,0,0,10400,0,7,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1682
143000.0,0,0,0,0,0,10355,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1214
171000.0,0,0,0,0,0,11070,0,7,0,0,0,0,0,3.0,3.0,0,3.0,3.0,0,1959
230000.0,0,0,0,0,0,9066,0,8,0,0,0,0,0,4.0,3.0,0,4.0,4.0,0,1852
231500.0,0,0,0,0,0,15426,0,6,0,0,0,0,0,3.0,2.0,0,4.0,4.0,0,1764
115000.0,0,0,0,0,0,10500,0,4,0,0,0,0,0,3.0,0.0,0,3.0,3.0,0,864
260000.0,0,0,0,0,0,11645,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1734
166000.0,0,0,0,0,0,8520,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1385
204000.0,0,0,0,0,0,10335,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1501
125000.0,0,0,0,0,0,9100,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1728
130000.0,0,0,0,0,0,2522,0,6,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1709
105000.0,0,0,0,0,0,6120,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,875
222500.0,0,0,0,0,0,9505,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,2035
141000.0,0,0,0,0,0,7500,0,7,0,0,0,0,0,3.0,0.0,0,4.0,4.0,0,1080
115000.0,0,0,0,0,0,6240,0,5,0,0,0,0,0,3.0,1.0,0,3.0,4.0,0,1344
122000.0,0,0,0,0,0,10356,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,969
372402.0,0,0,0,0,0,13891,0,8,0,1,0,1,1,4.0,3.0,0,4.0,5.0,0,1710
190000.0,0,0,0,0,0,14803,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1993
235000.0,0,0,0,0,0,13500,0,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1252
125000.0,0,0,0,0,0,11340,0,6,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,1200
79000.0,0,0,0,0,0,9600,0,6,0,0,1,0,0,3.0,0.0,0,3.0,3.0,0,1096
109500.0,0,0,0,0,0,7200,0,5,0,0,0,0,0,3.0,2.0,0,3.0,0.0,0,1040
269500.0,0,0,0,0,0,12003,0,8,0,0,0,1,1,4.0,3.0,0,5.0,5.0,0,1968
254900.0,0,0,0,0,0,12552,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1947
320000.0,0,0,0,0,0,19378,0,7,0,0,0,1,1,4.0,2.0,0,4.0,4.0,0,2462
162500.0,0,0,0,0,0,11120,1,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1232
412500.0,0,0,0,0,0,13688,0,9,0,1,0,0,0,4.0,3.0,0,5.0,5.0,0,2668
220000.0,0,0,0,0,0,12182,0,7,0,1,0,1,1,4.0,2.0,0,4.0,4.0,0,1541
103200.0,0,0,0,0,0,5500,0,4,0,0,0,0,0,3.0,0.0,0,3.0,3.0,0,882
152000.0,0,0,0,0,0,5400,0,6,0,0,0,0,0,3.0,1.0,0,4.0,3.0,0,1616
127500.0,0,0,0,0,0,10106,0,5,0,0,0,0,0,3.0,0.0,0,3.0,3.0,0,1355
190000.0,0,0,0,0,0,10708,0,5,0,0,0,0,0,4.0,1.0,0,3.0,3.0,0,1867
325624.0,0,0,0,0,0,10562,0,8,0,1,0,1,1,4.0,3.0,0,5.0,5.0,0,2161
183500.0,0,0,0,0,0,8244,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1720
228000.0,0,0,0,0,0,16669,0,8,0,0,0,0,0,4.0,2.0,0,3.0,4.0,0,1707
128500.0,0,0,0,0,0,12358,0,5,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1382
215000.0,0,0,0,0,0,31770,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1656
239000.0,0,0,0,0,0,5306,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1767
163000.0,0,0,0,0,0,10197,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1362
184000.0,0,0,0,0,0,12416,0,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1651
243000.0,0,0,0,0,0,12615,0,6,0,0,0,0,0,3.0,2.0,0,4.0,3.0,0,2158
211000.0,0,0,0,0,0,10029,0,6,0,0,0,0,0,4.0,2.0,0,3.0,4.0,0,2060
172500.0,0,0,0,0,0,13650,0,5,0,0,0,0,0,4.0,2.0,0,4.0,3.0,0,1920
501837.0,0,0,0,0,0,17423,0,9,0,0,0,1,1,5.0,3.0,0,5.0,5.0,0,2234
100000.0,0,0,0,0,0,8520,0,5,0,0,0,0,0,4.0,2.0,0,3.0,3.0,0,968
177000.0,0,0,0,0,0,2117,0,6,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1525
200100.0,0,0,0,0,0,7588,0,7,0,0,0,0,0,3.0,1.0,0,3.0,2.0,0,1802
120000.0,0,0,0,0,0,9060,0,5,0,0,0,0,0,3.0,1.0,0,3.0,0.0,0,1340
200000.0,0,0,0,0,0,11426,0,7,0,0,0,0,0,3.0,2.0,0,4.0,4.0,0,2082
127000.0,0,0,0,0,0,7438,0,5,0,0,0,0,0,3.0,2.0,0,3.0,2.0,0,1252
475000.0,0,0,0,0,0,22950,0,10,0,0,0,0,0,4.0,3.0,0,5.0,3.0,0,3608
173000.0,0,0,0,0,0,9947,0,7,0,0,0,0,0,3.0,2.0,0,4.0,4.0,0,1217
135000.0,0,0,0,0,0,10410,0,5,0,0,0,0,0,3.0,1.0,0,3.0,2.0,0,1656
153337.0,0,0,0,0,1,7018,0,5,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1224
286000.0,0,0,0,0,0,4923,0,8,0,0,0,0,0,4.0,2.0,1,5.0,5.0,0,1593
315000.0,0,0,0,0,0,10570,0,8,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,2727
184000.0,0,0,0,0,0,7472,0,7,0,0,0,0,0,3.0,2.0,0,4.0,3.0,0,1479
192000.0,0,0,0,0,0,9017,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1431
130000.0,0,0,0,0,0,2522,0,7,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,1709
127000.0,0,0,0,0,0,7180,0,5,0,0,0,0,0,3.0,1.0,0,3.0,3.0,0,864
148500.0,0,0,0,0,0,2280,0,6,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1456
311872.0,0,0,0,0,0,9416,0,7,0,0,0,1,1,5.0,3.0,1,5.0,5.0,0,1726
235000.0,0,0,0,0,0,25419,0,8,0,0,0,0,0,4.0,2.0,0,4.0,3.0,0,3112
104000.0,0,0,0,0,0,5520,0,6,0,0,0,0,0,3.0,0.0,0,3.0,3.0,0,2229
274900.0,0,0,0,0,0,9591,0,8,0,1,0,0,0,4.0,3.0,0,5.0,5.0,0,1713
140000.0,0,0,0,0,0,8546,0,4,0,0,0,0,0,3.0,2.0,0,3.0,4.0,0,1121
171500.0,0,0,0,0,0,10125,0,6,0,0,0,0,0,3.0,2.0,0,3.0,3.0,0,1279
112000.0,0,0,0,0,0,7000,0,6,0,0,0,0,0,3.0,1.0,0,3.0,2.0,0,1310
149000.0,0,0,0,0,0,4438,0,6,0,0,0,0,0,4.0,2.0,0,4.0,4.0,0,848
